4, 9.57143, 10.96, 8, 10, 0, 2, 3, 6, 8, 9, 13, 14, 16, 17, 10, 3, 7, 9, 12, 13, 15, 19, 20, 21, 23, 10, 2, 4, 7, 10, 13, 16, 18, 19, 21, 24, 10, 3, 5, 6, 9, 10, 11, 12, 20, 22, 23, 10, 1, 2, 4, 7, 8, 9, 16, 17, 22, 24, 10, 0, 1, 7, 11, 13, 18, 20, 22, 23, 24, 10, 1, 3, 5, 10, 11, 12, 21, 22, 23, 24, 10, 0, 5, 7, 12, 14, 15, 17, 18, 20, 21, 
4, 10.2381, 13.5652, 8, 10, 1, 4, 6, 10, 13, 17, 19, 20, 23, 24, 10, 3, 8, 10, 16, 17, 18, 19, 20, 23, 24, 10, 2, 3, 4, 7, 10, 17, 18, 19, 22, 23, 10, 2, 4, 5, 10, 11, 14, 16, 17, 19, 24, 10, 2, 4, 5, 8, 9, 11, 16, 18, 20, 22, 10, 0, 4, 5, 7, 11, 12, 13, 14, 17, 19, 10, 0, 1, 2, 6, 7, 9, 13, 20, 22, 23, 10, 0, 2, 3, 5, 8, 10, 13, 14, 17, 23, 
4, 9.57143, 12.32, 8, 10, 0, 1, 3, 9, 17, 18, 21, 22, 23, 24, 10, 3, 10, 12, 14, 15, 17, 18, 21, 22, 23, 10, 1, 2, 4, 5, 7, 8, 14, 15, 17, 22, 10, 2, 4, 6, 10, 12, 17, 20, 21, 23, 24, 10, 0, 1, 3, 4, 8, 14, 15, 20, 21, 23, 10, 2, 3, 5, 9, 11, 13, 14, 18, 21, 23, 10, 1, 2, 7, 8, 9, 13, 15, 17, 19, 21, 10, 1, 5, 8, 9, 10, 14, 16, 18, 22, 24, 
4, 10.1, 12, 8, 10, 0, 1, 3, 4, 6, 8, 12, 14, 19, 23, 10, 3, 4, 7, 10, 13, 14, 16, 22, 23, 24, 10, 1, 2, 4, 5, 6, 8, 18, 19, 21, 24, 10, 0, 3, 6, 12, 15, 16, 17, 19, 23, 24, 10, 1, 2, 4, 6, 9, 12, 14, 15, 16, 18, 10, 0, 1, 3, 4, 7, 8, 9, 14, 17, 18, 10, 1, 2, 4, 7, 10, 11, 14, 20, 21, 23, 10, 0, 5, 6, 8, 9, 11, 13, 18, 23, 24, 
4, 9.9, 12.5833, 8, 10, 0, 3, 5, 7, 10, 11, 18, 19, 22, 24, 10, 0, 5, 6, 10, 13, 15, 16, 17, 20, 23, 10, 0, 3, 6, 7, 13, 14, 15, 19, 22, 24, 10, 1, 4, 6, 8, 11, 15, 16, 18, 19, 24, 10, 1, 2, 3, 5, 7, 10, 18, 20, 22, 23, 10, 2, 3, 4, 5, 7, 8, 10, 13, 14, 24, 10, 0, 2, 6, 10, 11, 16, 17, 20, 21, 22, 10, 2, 4, 5, 6, 7, 8, 12, 13, 16, 22, 
4, 9.7619, 11.92, 8, 10, 0, 4, 5, 6, 9, 10, 12, 18, 20, 21, 10, 0, 1, 3, 10, 12, 13, 17, 21, 23, 24, 10, 2, 3, 5, 9, 10, 11, 15, 19, 23, 24, 10, 1, 2, 5, 6, 8, 12, 15, 18, 20, 24, 10, 0, 3, 7, 9, 10, 14, 16, 19, 20, 22, 10, 1, 3, 4, 6, 7, 9, 17, 19, 23, 24, 10, 3, 9, 10, 11, 13, 14, 20, 21, 23, 24, 10, 0, 7, 10, 14, 16, 17, 18, 22, 23, 24, 
4, 9.7619, 13.6522, 8, 10, 0, 2, 4, 6, 12, 16, 18, 19, 21, 22, 10, 0, 5, 6, 7, 9, 10, 14, 17, 19, 23, 10, 1, 3, 5, 10, 12, 13, 14, 16, 18, 23, 10, 0, 1, 2, 4, 6, 10, 12, 14, 23, 24, 10, 1, 9, 10, 11, 13, 14, 18, 19, 21, 22, 10, 0, 4, 6, 7, 11, 12, 13, 17, 19, 23, 10, 0, 3, 4, 5, 6, 7, 9, 11, 14, 16, 10, 0, 2, 5, 8, 14, 17, 18, 19, 21, 22, 
4, 8.65217, 11.28, 8, 10, 1, 6, 8, 9, 11, 17, 18, 19, 22, 23, 10, 2, 3, 5, 6, 7, 10, 12, 14, 17, 24, 10, 0, 2, 8, 10, 11, 12, 13, 20, 21, 24, 10, 1, 2, 5, 7, 9, 10, 13, 18, 21, 23, 10, 1, 2, 6, 13, 15, 16, 17, 19, 21, 22, 10, 0, 4, 5, 7, 12, 15, 17, 18, 21, 22, 10, 3, 4, 5, 6, 10, 14, 15, 16, 18, 21, 10, 2, 7, 9, 12, 14, 16, 17, 19, 20, 22, 
4, 11, 13.5833, 8, 10, 0, 2, 3, 5, 9, 10, 12, 16, 18, 24, 10, 2, 6, 8, 9, 11, 13, 14, 15, 21, 22, 10, 6, 8, 10, 11, 12, 15, 18, 20, 21, 24, 10, 0, 6, 8, 9, 12, 13, 16, 18, 20, 23, 10, 0, 2, 4, 7, 8, 10, 16, 21, 23, 24, 10, 0, 1, 4, 5, 6, 9, 14, 19, 20, 23, 10, 0, 2, 9, 10, 13, 14, 15, 18, 20, 24, 10, 0, 6, 7, 8, 9, 10, 12, 20, 21, 24, 
4, 9.57143, 11.92, 8, 10, 2, 3, 5, 6, 7, 13, 16, 21, 23, 24, 10, 1, 3, 8, 9, 10, 13, 17, 18, 20, 21, 10, 1, 2, 3, 4, 8, 10, 11, 18, 19, 21, 10, 1, 4, 6, 8, 15, 18, 20, 21, 22, 23, 10, 1, 2, 3, 6, 7, 12, 15, 16, 18, 23, 10, 0, 1, 5, 7, 13, 14, 15, 19, 20, 24, 10, 2, 5, 9, 10, 11, 12, 13, 18, 20, 24, 10, 2, 3, 7, 12, 16, 17, 18, 21, 22, 24, 
4, 9.54545, 11.92, 8, 10, 0, 2, 6, 7, 12, 15, 17, 20, 22, 24, 10, 2, 3, 6, 7, 10, 14, 15, 17, 20, 23, 10, 5, 7, 13, 14, 16, 17, 18, 21, 23, 24, 10, 1, 4, 7, 8, 9, 12, 13, 17, 20, 21, 10, 2, 3, 4, 10, 14, 16, 19, 20, 22, 23, 10, 6, 7, 8, 10, 11, 14, 15, 16, 21, 23, 10, 0, 4, 5, 8, 12, 16, 19, 21, 23, 24, 10, 1, 2, 6, 7, 11, 13, 15, 16, 19, 23, 
4, 9.09091, 11.84, 8, 10, 2, 6, 8, 9, 12, 13, 16, 18, 19, 20, 10, 0, 1, 2, 4, 5, 7, 8, 9, 10, 11, 10, 0, 1, 2, 5, 11, 12, 13, 15, 18, 22, 10, 1, 2, 3, 6, 13, 15, 17, 19, 21, 23, 10, 6, 7, 10, 12, 14, 15, 18, 20, 21, 22, 10, 0, 2, 5, 9, 10, 17, 20, 21, 22, 24, 10, 1, 2, 3, 6, 7, 11, 14, 20, 22, 24, 10, 2, 3, 7, 9, 12, 16, 20, 21, 22, 23, 
4, 10.8, 12.7391, 8, 10, 1, 2, 3, 8, 11, 12, 15, 16, 17, 20, 10, 0, 2, 5, 8, 11, 12, 15, 19, 23, 24, 10, 4, 5, 6, 7, 9, 10, 12, 13, 18, 22, 10, 1, 2, 5, 10, 11, 12, 13, 14, 19, 23, 10, 5, 7, 8, 9, 15, 17, 18, 21, 23, 24, 10, 2, 4, 8, 9, 11, 14, 15, 16, 18, 24, 10, 1, 5, 7, 8, 10, 11, 18, 19, 23, 24, 10, 1, 2, 3, 7, 8, 14, 15, 19, 23, 24, 
4, 9.57143, 12.24, 8, 10, 3, 4, 8, 10, 12, 16, 17, 18, 21, 24, 10, 1, 4, 6, 10, 11, 13, 15, 17, 19, 23, 10, 4, 8, 9, 11, 13, 14, 16, 19, 21, 23, 10, 0, 1, 4, 5, 8, 9, 11, 15, 22, 24, 10, 0, 1, 2, 4, 6, 7, 8, 9, 17, 22, 10, 0, 3, 4, 11, 15, 16, 17, 20, 21, 22, 10, 2, 3, 4, 5, 7, 9, 10, 11, 15, 17, 10, 3, 7, 8, 10, 14, 15, 16, 18, 20, 21, 
4, 8.91304, 12, 8, 10, 1, 2, 6, 10, 16, 17, 18, 19, 22, 23, 10, 0, 1, 2, 3, 6, 8, 11, 13, 18, 23, 10, 0, 3, 5, 11, 12, 16, 18, 20, 21, 23, 10, 3, 4, 5, 15, 16, 20, 21, 22, 23, 24, 10, 0, 1, 6, 7, 10, 11, 14, 15, 20, 21, 10, 0, 3, 4, 5, 7, 9, 11, 16, 17, 21, 10, 1, 2, 6, 9, 11, 14, 15, 16, 20, 23, 10, 0, 2, 3, 4, 7, 9, 13, 19, 20, 22, 
4, 9.66667, 13.25, 8, 10, 2, 4, 10, 12, 14, 17, 18, 19, 21, 22, 10, 2, 3, 8, 9, 11, 13, 16, 18, 19, 20, 10, 6, 10, 11, 13, 15, 16, 18, 20, 21, 22, 10, 1, 6, 8, 11, 12, 13, 16, 20, 22, 23, 10, 1, 4, 8, 14, 15, 16, 19, 21, 22, 24, 10, 2, 4, 5, 6, 7, 8, 10, 11, 15, 23, 10, 3, 4, 7, 11, 12, 16, 18, 19, 20, 22, 10, 1, 2, 4, 6, 8, 10, 12, 18, 22, 23, 
4, 9.33613, 13.0833, 8, 10, 1, 2, 3, 4, 6, 13, 14, 17, 19, 24, 10, 4, 6, 7, 9, 11, 15, 18, 22, 23, 24, 10, 2, 3, 5, 7, 9, 11, 12, 19, 20, 22, 10, 0, 6, 9, 11, 13, 17, 18, 20, 22, 23, 10, 2, 3, 4, 5, 6, 8, 9, 14, 16, 18, 10, 0, 1, 2, 3, 9, 15, 18, 19, 22, 23, 10, 0, 1, 2, 3, 5, 8, 18, 19, 21, 22, 10, 0, 3, 4, 6, 7, 11, 14, 17, 19, 21, 
4, 9.08571, 12, 8, 10, 1, 3, 6, 7, 12, 16, 17, 19, 20, 22, 10, 6, 7, 8, 12, 13, 17, 18, 21, 23, 24, 10, 2, 5, 7, 9, 12, 13, 18, 21, 22, 24, 10, 5, 7, 8, 10, 11, 14, 18, 19, 22, 24, 10, 1, 3, 9, 13, 14, 16, 18, 20, 21, 24, 10, 0, 2, 6, 7, 9, 10, 11, 13, 16, 20, 10, 1, 10, 11, 13, 15, 16, 17, 18, 22, 23, 10, 0, 1, 2, 4, 11, 16, 17, 18, 20, 22, 
