4, 4, 4.33333, 4, 10, 0, 2, 4, 10, 12, 14, 18, 19, 21, 24, 10, 0, 2, 4, 10, 13, 17, 19, 20, 21, 23, 10, 3, 7, 8, 9, 11, 13, 14, 15, 16, 22, 10, 3, 4, 6, 8, 13, 17, 19, 21, 22, 23, 
4, 4, 4, 4, 10, 4, 6, 8, 9, 10, 12, 14, 15, 18, 20, 10, 0, 2, 3, 6, 9, 10, 18, 19, 20, 23, 10, 3, 4, 8, 9, 11, 17, 20, 21, 22, 24, 10, 2, 5, 6, 8, 14, 15, 16, 19, 21, 22, 
4, 4, 4.28571, 4, 10, 3, 6, 9, 13, 15, 17, 18, 20, 23, 24, 10, 0, 1, 2, 3, 5, 13, 15, 18, 20, 23, 10, 2, 3, 4, 10, 12, 14, 19, 20, 23, 24, 10, 5, 7, 11, 13, 16, 17, 19, 20, 21, 23, 
4, 4, 4.19048, 4, 10, 3, 4, 6, 7, 10, 12, 14, 16, 22, 23, 10, 1, 2, 3, 7, 9, 10, 15, 17, 18, 19, 10, 2, 4, 5, 6, 9, 12, 16, 19, 21, 22, 10, 0, 2, 4, 10, 11, 14, 16, 17, 18, 22, 
4, 4, 4.28571, 4, 10, 0, 4, 5, 7, 10, 15, 17, 18, 19, 20, 10, 0, 2, 4, 6, 7, 8, 10, 16, 22, 24, 10, 1, 2, 5, 11, 12, 13, 18, 22, 23, 24, 10, 0, 2, 3, 5, 8, 10, 13, 16, 23, 24, 
4, 4, 5.1, 4, 10, 1, 4, 7, 8, 9, 13, 14, 16, 18, 21, 10, 6, 8, 10, 13, 14, 15, 16, 19, 22, 24, 10, 3, 7, 8, 9, 13, 14, 15, 16, 19, 22, 10, 0, 1, 5, 10, 11, 13, 14, 15, 16, 21, 
4, 4, 4.05263, 4, 10, 2, 4, 5, 12, 13, 16, 19, 20, 22, 24, 10, 0, 4, 5, 6, 7, 10, 13, 15, 21, 22, 10, 0, 1, 2, 8, 10, 14, 15, 17, 18, 21, 10, 0, 1, 2, 5, 6, 11, 15, 20, 21, 23, 
4, 4, 4.28571, 4, 10, 0, 3, 4, 5, 7, 8, 12, 15, 22, 24, 10, 0, 2, 3, 6, 12, 13, 15, 17, 20, 24, 10, 0, 2, 7, 8, 9, 11, 13, 19, 20, 21, 10, 0, 5, 7, 9, 10, 12, 14, 15, 21, 22, 
4, 4, 4.88235, 4, 10, 1, 4, 6, 8, 11, 13, 17, 19, 21, 23, 10, 1, 4, 5, 7, 9, 12, 17, 20, 21, 24, 10, 4, 5, 7, 11, 12, 15, 16, 20, 21, 23, 10, 2, 3, 4, 5, 10, 12, 15, 16, 20, 21, 
4, 4, 4.11111, 4, 10, 5, 6, 8, 12, 13, 16, 17, 18, 20, 22, 10, 1, 3, 5, 6, 11, 13, 14, 17, 19, 22, 10, 1, 2, 4, 5, 6, 8, 9, 11, 18, 24, 10, 0, 3, 6, 8, 12, 14, 16, 18, 21, 23, 
