4, 21.0833, 27.04, 12, 10, 4, 6, 7, 9, 11, 12, 19, 20, 23, 24, 10, 0, 3, 5, 7, 10, 11, 12, 17, 21, 24, 10, 2, 6, 7, 8, 14, 15, 17, 21, 23, 24, 10, 1, 2, 4, 9, 10, 11, 16, 21, 22, 23, 10, 1, 2, 4, 5, 6, 10, 11, 15, 16, 20, 10, 0, 1, 7, 9, 10, 11, 15, 16, 21, 23, 10, 1, 2, 4, 8, 10, 11, 13, 18, 19, 23, 10, 2, 5, 6, 7, 11, 12, 14, 21, 22, 23, 10, 1, 2, 3, 5, 6, 11, 15, 20, 22, 23, 10, 1, 4, 6, 10, 11, 12, 13, 20, 21, 23, 10, 1, 2, 4, 5, 9, 12, 13, 18, 21, 24, 10, 0, 7, 9, 12, 16, 17, 18, 19, 21, 24, 
4, 19.9167, 25.92, 12, 10, 0, 1, 2, 3, 6, 9, 14, 15, 21, 23, 10, 1, 4, 8, 13, 15, 16, 17, 18, 20, 23, 10, 2, 3, 4, 7, 10, 11, 16, 21, 23, 24, 10, 3, 4, 5, 6, 7, 8, 9, 15, 19, 24, 10, 3, 6, 9, 15, 16, 17, 19, 20, 21, 23, 10, 8, 9, 10, 12, 13, 14, 16, 17, 20, 24, 10, 2, 4, 6, 9, 11, 14, 15, 18, 19, 23, 10, 0, 2, 3, 4, 6, 7, 11, 19, 20, 23, 10, 2, 3, 5, 11, 12, 13, 18, 21, 22, 23, 10, 4, 6, 8, 9, 10, 11, 16, 17, 22, 23, 10, 2, 3, 8, 10, 11, 13, 14, 15, 18, 22, 10, 2, 4, 5, 7, 9, 11, 13, 20, 21, 24, 
4, 19.9565, 25.44, 12, 10, 0, 2, 6, 9, 11, 15, 17, 18, 19, 24, 10, 1, 2, 4, 5, 13, 14, 15, 17, 19, 23, 10, 0, 1, 6, 8, 9, 14, 17, 18, 19, 24, 10, 3, 4, 6, 7, 9, 14, 15, 18, 23, 24, 10, 5, 6, 8, 9, 11, 12, 17, 20, 22, 24, 10, 0, 3, 4, 5, 8, 11, 13, 14, 18, 23, 10, 1, 2, 3, 4, 6, 12, 13, 20, 21, 23, 10, 0, 1, 2, 3, 4, 8, 9, 10, 20, 21, 10, 1, 2, 6, 11, 12, 14, 17, 19, 23, 24, 10, 0, 1, 3, 6, 7, 11, 15, 18, 20, 21, 10, 4, 5, 6, 7, 8, 13, 16, 19, 21, 22, 10, 1, 3, 8, 10, 18, 19, 21, 22, 23, 24, 
4, 20.913, 25.84, 12, 10, 0, 3, 6, 7, 8, 12, 17, 18, 19, 20, 10, 4, 9, 11, 13, 18, 19, 21, 22, 23, 24, 10, 3, 6, 7, 9, 10, 12, 13, 21, 22, 24, 10, 1, 4, 5, 6, 7, 8, 12, 14, 22, 23, 10, 2, 5, 7, 8, 9, 10, 12, 17, 18, 19, 10, 3, 4, 5, 10, 12, 15, 17, 18, 19, 23, 10, 0, 1, 2, 3, 5, 10, 13, 19, 22, 23, 10, 2, 4, 6, 8, 9, 14, 16, 18, 21, 23, 10, 2, 3, 6, 10, 12, 13, 15, 18, 22, 24, 10, 0, 1, 10, 11, 12, 13, 14, 17, 20, 24, 10, 2, 3, 5, 12, 14, 17, 19, 20, 22, 23, 10, 3, 4, 5, 7, 8, 9, 19, 20, 21, 22, 
4, 21.2609, 27.2, 12, 10, 1, 2, 3, 4, 6, 7, 12, 18, 21, 24, 10, 0, 1, 6, 7, 8, 10, 13, 15, 16, 18, 10, 2, 6, 7, 9, 11, 14, 18, 19, 22, 24, 10, 0, 4, 7, 8, 10, 11, 19, 22, 23, 24, 10, 0, 1, 6, 7, 8, 9, 13, 15, 17, 23, 10, 0, 2, 3, 6, 9, 11, 12, 13, 15, 24, 10, 0, 6, 7, 11, 13, 16, 17, 18, 22, 24, 10, 2, 4, 6, 7, 8, 11, 12, 18, 21, 24, 10, 1, 5, 9, 11, 15, 16, 17, 18, 20, 22, 10, 2, 3, 4, 6, 8, 9, 10, 11, 13, 15, 10, 0, 4, 5, 6, 8, 15, 16, 17, 18, 22, 10, 5, 7, 14, 15, 16, 17, 18, 19, 20, 24, 
4, 18.2, 24.64, 12, 10, 0, 2, 6, 12, 15, 17, 20, 22, 23, 24, 10, 1, 3, 4, 5, 8, 11, 13, 14, 17, 19, 10, 1, 2, 4, 6, 12, 14, 18, 20, 21, 22, 10, 0, 2, 4, 7, 9, 13, 14, 18, 19, 20, 10, 4, 10, 12, 13, 14, 18, 19, 22, 23, 24, 10, 1, 2, 3, 7, 9, 11, 15, 16, 17, 23, 10, 2, 3, 5, 7, 8, 10, 11, 12, 15, 22, 10, 0, 7, 10, 12, 14, 15, 16, 17, 21, 23, 10, 1, 8, 9, 12, 13, 14, 18, 21, 22, 24, 10, 2, 3, 8, 9, 10, 11, 18, 21, 23, 24, 10, 2, 5, 10, 13, 15, 19, 20, 22, 23, 24, 10, 0, 2, 6, 7, 9, 11, 13, 16, 22, 23, 
4, 19.5833, 25.92, 12, 10, 0, 5, 6, 8, 12, 14, 15, 18, 20, 22, 10, 5, 6, 7, 8, 9, 12, 13, 15, 19, 20, 10, 0, 2, 5, 15, 16, 17, 18, 19, 22, 23, 10, 2, 4, 6, 8, 9, 11, 12, 21, 22, 24, 10, 1, 4, 9, 10, 12, 18, 19, 21, 22, 24, 10, 0, 1, 2, 5, 7, 9, 12, 18, 20, 22, 10, 2, 3, 4, 5, 6, 7, 12, 14, 20, 22, 10, 1, 3, 4, 6, 11, 13, 15, 16, 17, 21, 10, 7, 8, 9, 12, 16, 19, 20, 21, 23, 24, 10, 2, 5, 6, 10, 12, 14, 15, 21, 22, 24, 10, 1, 2, 4, 6, 9, 11, 13, 15, 17, 18, 10, 3, 4, 5, 7, 17, 19, 20, 21, 22, 23, 
4, 20.3333, 26.16, 12, 10, 0, 5, 7, 9, 13, 14, 16, 20, 21, 23, 10, 2, 3, 8, 10, 11, 13, 15, 17, 20, 22, 10, 0, 5, 6, 7, 8, 10, 11, 15, 20, 24, 10, 2, 3, 5, 6, 15, 17, 20, 22, 23, 24, 10, 1, 2, 7, 9, 11, 14, 16, 18, 19, 22, 10, 2, 4, 5, 7, 8, 10, 11, 13, 15, 22, 10, 3, 5, 8, 9, 10, 12, 15, 18, 20, 23, 10, 2, 4, 7, 11, 14, 16, 18, 19, 20, 24, 10, 0, 3, 5, 6, 7, 11, 12, 14, 18, 24, 10, 2, 4, 6, 11, 12, 13, 18, 20, 21, 22, 10, 2, 5, 6, 8, 10, 12, 15, 20, 23, 24, 10, 0, 1, 2, 15, 16, 19, 20, 21, 22, 23, 
4, 20, 25.6, 12, 10, 1, 3, 5, 6, 7, 12, 14, 16, 17, 21, 10, 2, 4, 5, 8, 9, 13, 19, 20, 22, 24, 10, 0, 2, 3, 9, 12, 14, 15, 16, 17, 20, 10, 2, 3, 6, 8, 9, 11, 15, 19, 20, 23, 10, 2, 3, 4, 6, 8, 11, 13, 14, 17, 18, 10, 0, 1, 3, 4, 5, 6, 8, 18, 20, 21, 10, 0, 1, 3, 5, 10, 17, 19, 21, 22, 24, 10, 2, 7, 9, 10, 11, 12, 16, 17, 20, 23, 10, 0, 6, 8, 11, 12, 14, 16, 18, 22, 23, 10, 0, 1, 3, 5, 6, 7, 14, 16, 17, 23, 10, 5, 9, 15, 16, 18, 19, 20, 22, 23, 24, 10, 0, 2, 3, 5, 7, 9, 11, 17, 18, 20, 
4, 19.9167, 26.08, 12, 10, 5, 9, 11, 12, 14, 16, 18, 19, 22, 23, 10, 3, 5, 9, 10, 13, 14, 19, 21, 23, 24, 10, 1, 2, 4, 7, 10, 12, 15, 17, 18, 21, 10, 2, 5, 7, 8, 11, 13, 17, 19, 22, 24, 10, 0, 2, 4, 5, 6, 8, 11, 15, 17, 23, 10, 5, 6, 7, 8, 10, 11, 15, 18, 19, 20, 10, 1, 3, 7, 10, 11, 12, 14, 18, 19, 22, 10, 0, 1, 7, 12, 14, 18, 20, 21, 22, 24, 10, 1, 2, 6, 7, 8, 9, 14, 15, 19, 22, 10, 1, 3, 4, 5, 12, 13, 14, 15, 17, 22, 10, 1, 6, 7, 8, 11, 12, 14, 18, 22, 23, 10, 9, 10, 11, 13, 14, 15, 16, 17, 19, 23, 
