4, 6, 6.4, 6, 10, 1, 2, 6, 7, 9, 12, 14, 17, 18, 21, 10, 1, 4, 5, 6, 10, 12, 13, 16, 21, 22, 10, 0, 1, 3, 11, 14, 16, 17, 22, 23, 24, 10, 4, 5, 6, 8, 13, 15, 19, 20, 21, 24, 10, 0, 2, 3, 8, 10, 11, 16, 17, 20, 21, 10, 1, 5, 6, 7, 8, 9, 12, 15, 23, 24, 
4, 6.76471, 8.34783, 6, 10, 1, 5, 7, 9, 11, 14, 15, 16, 22, 23, 10, 1, 2, 4, 7, 12, 15, 17, 19, 20, 22, 10, 3, 7, 9, 11, 12, 14, 15, 17, 19, 20, 10, 0, 1, 3, 9, 11, 14, 18, 21, 22, 23, 10, 5, 8, 11, 13, 14, 16, 17, 21, 22, 23, 10, 0, 4, 7, 9, 12, 14, 17, 21, 22, 24, 
4, 6.33333, 8.34783, 6, 10, 3, 5, 9, 10, 11, 12, 17, 18, 19, 22, 10, 0, 1, 5, 6, 9, 10, 11, 14, 15, 18, 10, 1, 3, 5, 8, 11, 13, 14, 16, 17, 23, 10, 0, 1, 3, 4, 13, 15, 16, 17, 18, 22, 10, 2, 9, 11, 14, 15, 16, 17, 18, 19, 20, 10, 0, 1, 2, 5, 10, 12, 15, 16, 17, 24, 
4, 6.22222, 6.84211, 6, 10, 3, 4, 5, 6, 11, 15, 17, 19, 21, 24, 10, 0, 2, 3, 5, 6, 7, 12, 13, 16, 24, 10, 1, 5, 7, 8, 9, 10, 11, 20, 21, 23, 10, 0, 4, 5, 6, 8, 11, 14, 18, 20, 22, 10, 1, 2, 4, 5, 14, 15, 18, 19, 20, 21, 10, 0, 1, 2, 6, 7, 9, 10, 14, 18, 22, 
4, 6.76471, 7.95238, 6, 10, 1, 2, 3, 4, 8, 11, 12, 20, 22, 24, 10, 1, 3, 6, 10, 12, 15, 19, 20, 21, 24, 10, 0, 11, 13, 14, 15, 16, 18, 20, 21, 24, 10, 1, 4, 6, 8, 9, 11, 15, 19, 21, 23, 10, 1, 3, 4, 6, 8, 9, 13, 16, 19, 21, 10, 1, 3, 6, 7, 10, 11, 12, 17, 20, 22, 
4, 6.57143, 7, 6, 10, 1, 4, 7, 13, 14, 15, 16, 17, 21, 22, 10, 1, 3, 5, 12, 14, 15, 18, 20, 23, 24, 10, 1, 2, 4, 7, 8, 10, 11, 14, 16, 21, 10, 0, 1, 6, 8, 9, 11, 12, 15, 20, 22, 10, 2, 3, 5, 7, 8, 9, 10, 13, 16, 23, 10, 0, 3, 7, 11, 14, 15, 17, 18, 20, 23, 
4, 6.9011, 8.16667, 6, 10, 0, 2, 5, 6, 7, 9, 17, 20, 21, 23, 10, 0, 3, 6, 9, 15, 18, 19, 20, 22, 24, 10, 3, 7, 8, 9, 10, 11, 13, 17, 19, 23, 10, 1, 3, 5, 7, 8, 9, 15, 16, 17, 20, 10, 0, 1, 7, 8, 9, 14, 15, 19, 20, 23, 10, 2, 5, 7, 8, 12, 17, 18, 20, 21, 23, 
4, 6.9011, 7.5, 6, 10, 3, 4, 10, 11, 14, 15, 16, 17, 19, 23, 10, 0, 2, 5, 7, 8, 12, 13, 14, 17, 24, 10, 0, 8, 10, 14, 16, 17, 18, 20, 21, 23, 10, 1, 2, 9, 10, 11, 12, 13, 21, 22, 23, 10, 2, 4, 9, 10, 11, 12, 16, 20, 21, 22, 10, 1, 2, 8, 11, 13, 14, 17, 20, 21, 24, 
4, 6.64706, 7.5, 6, 10, 3, 4, 6, 7, 10, 13, 16, 17, 19, 21, 10, 3, 4, 6, 9, 12, 16, 17, 18, 20, 22, 10, 0, 3, 8, 9, 12, 14, 15, 17, 22, 23, 10, 2, 3, 4, 9, 10, 11, 12, 14, 16, 23, 10, 2, 6, 7, 8, 10, 11, 13, 15, 16, 24, 10, 0, 3, 5, 10, 11, 12, 14, 15, 17, 20, 
4, 6.44444, 7.66667, 6, 10, 1, 4, 9, 11, 13, 18, 19, 21, 23, 24, 10, 0, 2, 9, 11, 13, 15, 17, 18, 20, 24, 10, 2, 5, 7, 8, 11, 14, 15, 16, 17, 18, 10, 5, 6, 8, 10, 11, 13, 15, 17, 21, 23, 10, 2, 3, 9, 11, 14, 17, 18, 19, 20, 22, 10, 3, 4, 7, 13, 14, 15, 16, 18, 19, 21, 
4, 6.22222, 6.88, 6, 10, 3, 9, 14, 16, 17, 18, 19, 20, 21, 23, 10, 1, 2, 4, 9, 13, 14, 18, 22, 23, 24, 10, 1, 3, 6, 10, 11, 12, 13, 16, 17, 24, 10, 0, 1, 2, 3, 6, 7, 8, 11, 14, 16, 10, 1, 4, 5, 8, 9, 11, 15, 18, 22, 24, 10, 0, 1, 2, 3, 5, 9, 10, 14, 19, 23, 
4, 6.52941, 7.82609, 6, 10, 2, 4, 5, 7, 8, 13, 14, 15, 19, 20, 10, 1, 7, 12, 13, 14, 19, 20, 21, 22, 23, 10, 2, 5, 7, 8, 10, 12, 14, 15, 16, 21, 10, 2, 9, 10, 12, 16, 18, 19, 20, 23, 24, 10, 1, 2, 4, 5, 7, 9, 10, 13, 18, 24, 10, 0, 1, 5, 6, 7, 8, 11, 18, 23, 24, 
