4, 14.1304, 18.08, 10, 10, 4, 10, 11, 15, 16, 18, 19, 20, 23, 24, 10, 0, 4, 5, 7, 10, 11, 13, 18, 20, 22, 10, 5, 9, 10, 11, 12, 16, 17, 18, 22, 23, 10, 2, 3, 5, 8, 10, 11, 12, 13, 22, 24, 10, 0, 1, 4, 6, 12, 13, 16, 17, 20, 23, 10, 0, 1, 2, 3, 5, 10, 12, 14, 19, 22, 10, 3, 7, 8, 10, 12, 13, 16, 18, 20, 21, 10, 0, 1, 3, 5, 6, 7, 13, 14, 19, 20, 10, 1, 6, 7, 9, 14, 15, 16, 17, 18, 22, 10, 2, 3, 4, 8, 10, 12, 13, 14, 17, 22, 
4, 13.1667, 18.32, 10, 10, 0, 1, 6, 9, 11, 12, 14, 16, 19, 21, 10, 3, 6, 7, 8, 9, 11, 14, 16, 17, 23, 10, 1, 2, 5, 9, 15, 16, 17, 19, 20, 23, 10, 1, 3, 4, 7, 11, 17, 18, 20, 21, 24, 10, 2, 3, 5, 6, 11, 15, 17, 18, 19, 23, 10, 6, 8, 12, 13, 17, 19, 20, 22, 23, 24, 10, 0, 1, 4, 7, 8, 11, 12, 16, 21, 23, 10, 0, 4, 7, 9, 11, 12, 13, 15, 16, 17, 10, 1, 2, 3, 5, 6, 12, 13, 16, 17, 22, 10, 0, 2, 3, 4, 9, 10, 12, 19, 22, 23, 
4, 13.8696, 19.4167, 10, 10, 2, 3, 4, 5, 6, 7, 8, 20, 22, 24, 10, 2, 7, 8, 10, 13, 15, 17, 19, 20, 22, 10, 0, 1, 4, 6, 7, 10, 16, 20, 22, 23, 10, 1, 3, 8, 10, 11, 13, 15, 17, 19, 24, 10, 3, 4, 5, 11, 14, 15, 16, 17, 23, 24, 10, 0, 2, 6, 10, 13, 14, 15, 16, 21, 22, 10, 1, 4, 11, 12, 13, 14, 15, 20, 21, 24, 10, 0, 1, 6, 10, 13, 14, 15, 22, 23, 24, 10, 4, 7, 8, 9, 10, 12, 15, 17, 21, 23, 10, 2, 3, 5, 7, 8, 9, 10, 15, 21, 24, 
4, 12.9814, 17.76, 10, 10, 0, 3, 5, 7, 10, 13, 17, 18, 22, 24, 10, 0, 5, 6, 8, 9, 12, 14, 18, 20, 24, 10, 1, 6, 7, 10, 12, 16, 17, 18, 21, 22, 10, 3, 4, 7, 9, 10, 13, 16, 19, 20, 23, 10, 0, 1, 7, 11, 12, 15, 17, 18, 19, 23, 10, 6, 8, 9, 10, 13, 15, 17, 18, 21, 22, 10, 2, 3, 4, 5, 8, 12, 16, 19, 21, 23, 10, 3, 4, 5, 6, 7, 10, 14, 16, 20, 24, 10, 0, 2, 10, 11, 12, 13, 16, 18, 22, 23, 10, 0, 1, 8, 9, 13, 16, 18, 20, 22, 23, 
4, 14.7273, 18.8, 10, 10, 3, 8, 10, 11, 12, 15, 16, 17, 18, 20, 10, 2, 6, 9, 12, 16, 17, 18, 19, 21, 23, 10, 0, 3, 4, 6, 8, 10, 11, 19, 20, 24, 10, 0, 1, 6, 8, 9, 12, 15, 17, 22, 23, 10, 0, 1, 6, 9, 11, 12, 16, 19, 21, 23, 10, 1, 6, 8, 9, 10, 18, 19, 21, 23, 24, 10, 1, 2, 4, 6, 7, 12, 13, 16, 20, 22, 10, 2, 3, 6, 8, 9, 13, 14, 16, 21, 24, 10, 2, 6, 7, 10, 12, 16, 17, 20, 22, 23, 10, 0, 1, 2, 4, 5, 7, 8, 16, 19, 24, 
4, 13.5245, 17.76, 10, 10, 5, 10, 12, 14, 16, 18, 19, 20, 21, 24, 10, 3, 5, 13, 16, 17, 18, 19, 20, 23, 24, 10, 0, 1, 3, 5, 6, 7, 10, 14, 16, 24, 10, 0, 8, 10, 11, 13, 14, 15, 19, 21, 24, 10, 2, 3, 4, 6, 11, 12, 15, 20, 22, 23, 10, 2, 3, 7, 8, 9, 14, 16, 17, 18, 19, 10, 0, 1, 6, 12, 14, 16, 17, 19, 20, 23, 10, 2, 3, 7, 9, 14, 15, 17, 20, 21, 24, 10, 2, 3, 4, 6, 12, 13, 15, 21, 22, 24, 10, 3, 8, 9, 10, 11, 12, 13, 14, 15, 22, 
4, 12.92, 17.84, 10, 10, 0, 3, 5, 7, 10, 11, 16, 18, 20, 22, 10, 0, 1, 6, 9, 10, 11, 15, 16, 17, 23, 10, 2, 4, 7, 8, 9, 13, 14, 16, 19, 24, 10, 0, 1, 2, 5, 6, 7, 16, 17, 19, 23, 10, 8, 9, 11, 14, 15, 16, 17, 19, 21, 22, 10, 3, 4, 5, 7, 9, 10, 12, 13, 19, 24, 10, 0, 2, 3, 5, 9, 14, 16, 17, 22, 23, 10, 3, 7, 9, 12, 14, 17, 19, 20, 22, 23, 10, 0, 3, 4, 11, 12, 13, 14, 15, 18, 21, 10, 2, 4, 5, 10, 11, 13, 15, 17, 23, 24, 
4, 13.5, 18.4, 10, 10, 0, 4, 5, 7, 8, 11, 15, 17, 18, 20, 10, 0, 2, 6, 7, 8, 15, 19, 21, 23, 24, 10, 3, 6, 8, 10, 11, 12, 20, 22, 23, 24, 10, 1, 2, 5, 6, 9, 13, 14, 19, 20, 24, 10, 7, 10, 12, 13, 15, 16, 17, 18, 19, 21, 10, 4, 5, 6, 7, 8, 11, 12, 16, 19, 22, 10, 3, 4, 7, 10, 11, 13, 17, 18, 21, 24, 10, 0, 3, 4, 5, 11, 13, 19, 21, 22, 24, 10, 1, 6, 8, 11, 15, 16, 18, 19, 21, 24, 10, 4, 5, 9, 10, 17, 19, 20, 21, 22, 24, 
4, 14.2174, 18.56, 10, 10, 4, 5, 6, 13, 14, 17, 19, 20, 22, 23, 10, 2, 3, 5, 7, 8, 12, 14, 15, 18, 20, 10, 1, 2, 11, 13, 17, 18, 19, 20, 21, 23, 10, 0, 5, 6, 9, 11, 13, 14, 19, 21, 24, 10, 1, 3, 4, 5, 12, 14, 16, 20, 21, 24, 10, 0, 1, 6, 7, 9, 12, 17, 19, 20, 23, 10, 1, 3, 5, 6, 9, 10, 12, 16, 19, 24, 10, 2, 4, 5, 7, 10, 16, 19, 20, 21, 24, 10, 3, 4, 5, 8, 10, 16, 17, 18, 20, 23, 10, 1, 2, 3, 7, 14, 15, 17, 20, 21, 23, 
4, 13.5, 18.16, 10, 10, 1, 2, 5, 11, 13, 14, 15, 16, 17, 21, 10, 1, 6, 7, 8, 9, 13, 17, 18, 20, 21, 10, 0, 5, 8, 11, 12, 15, 17, 18, 22, 24, 10, 1, 5, 6, 8, 9, 11, 21, 22, 23, 24, 10, 0, 1, 7, 8, 9, 12, 14, 16, 17, 20, 10, 1, 2, 4, 8, 10, 11, 13, 15, 20, 22, 10, 0, 2, 4, 7, 8, 18, 19, 21, 22, 23, 10, 1, 2, 5, 7, 12, 19, 20, 21, 22, 24, 10, 3, 6, 8, 12, 13, 14, 15, 19, 23, 24, 10, 2, 3, 4, 6, 7, 8, 9, 21, 22, 24, 
