4, 6.22222, 6.72, 6, 10, 3, 5, 7, 10, 11, 15, 16, 17, 20, 22, 10, 1, 2, 4, 8, 9, 17, 18, 19, 20, 23, 10, 2, 3, 8, 9, 12, 13, 16, 17, 19, 22, 10, 1, 3, 4, 5, 6, 12, 13, 18, 21, 22, 10, 0, 2, 11, 12, 14, 16, 17, 18, 22, 23, 10, 5, 6, 8, 12, 14, 15, 16, 19, 20, 24, 
4, 6.9011, 8, 6, 10, 3, 4, 6, 9, 15, 16, 17, 19, 22, 23, 10, 7, 9, 11, 12, 14, 15, 16, 17, 19, 22, 10, 0, 9, 10, 12, 13, 14, 20, 21, 23, 24, 10, 1, 3, 6, 7, 11, 13, 16, 18, 22, 24, 10, 0, 3, 7, 8, 9, 11, 14, 15, 17, 23, 10, 0, 6, 7, 8, 11, 13, 14, 15, 17, 21, 
4, 6.64706, 7.16667, 6, 10, 0, 2, 4, 5, 6, 11, 14, 15, 18, 19, 10, 0, 4, 5, 6, 7, 11, 16, 18, 21, 22, 10, 2, 6, 9, 10, 12, 13, 15, 18, 21, 24, 10, 0, 5, 11, 14, 15, 17, 19, 20, 22, 24, 10, 0, 1, 3, 7, 9, 10, 11, 15, 21, 23, 10, 2, 3, 4, 6, 9, 10, 16, 17, 22, 23, 
4, 6.875, 7.58333, 6, 10, 1, 4, 5, 6, 7, 9, 18, 19, 21, 22, 10, 2, 4, 6, 7, 10, 13, 17, 20, 21, 22, 10, 0, 5, 7, 8, 11, 15, 17, 19, 21, 22, 10, 0, 2, 6, 8, 10, 15, 17, 19, 20, 22, 10, 1, 5, 7, 8, 12, 13, 14, 15, 16, 17, 10, 0, 2, 3, 4, 5, 7, 11, 12, 21, 23, 
4, 6.52941, 7.25, 6, 10, 0, 1, 2, 4, 5, 7, 9, 15, 19, 23, 10, 0, 1, 3, 5, 9, 10, 13, 16, 21, 23, 10, 0, 2, 4, 6, 9, 16, 17, 19, 20, 22, 10, 1, 3, 7, 11, 12, 15, 17, 18, 20, 24, 10, 1, 2, 6, 10, 16, 18, 19, 20, 22, 23, 10, 1, 3, 6, 7, 12, 14, 15, 19, 21, 23, 
4, 6.76471, 7.28, 6, 10, 1, 5, 6, 8, 9, 10, 16, 17, 20, 22, 10, 5, 8, 9, 10, 14, 15, 16, 19, 22, 24, 10, 4, 5, 7, 12, 14, 17, 18, 20, 22, 23, 10, 2, 5, 10, 13, 14, 16, 17, 18, 22, 24, 10, 1, 2, 4, 6, 10, 11, 13, 16, 19, 24, 10, 0, 2, 3, 6, 7, 10, 14, 17, 21, 24, 
4, 7.125, 8.34783, 6, 10, 0, 5, 8, 10, 12, 13, 15, 18, 22, 23, 10, 1, 4, 5, 8, 11, 14, 16, 17, 22, 24, 10, 1, 3, 5, 6, 11, 13, 18, 20, 22, 24, 10, 3, 7, 8, 10, 11, 12, 13, 21, 22, 23, 10, 2, 4, 7, 11, 12, 16, 17, 20, 21, 22, 10, 3, 4, 5, 8, 10, 11, 14, 17, 22, 24, 
4, 6.64706, 7.25, 6, 10, 1, 3, 5, 8, 10, 12, 14, 15, 16, 19, 10, 1, 2, 3, 4, 5, 8, 12, 18, 20, 24, 10, 3, 8, 9, 11, 12, 13, 18, 20, 21, 23, 10, 0, 2, 4, 6, 7, 9, 10, 11, 19, 21, 10, 0, 3, 6, 7, 10, 12, 14, 17, 20, 23, 10, 1, 2, 8, 10, 11, 12, 13, 16, 18, 21, 
4, 6.9011, 6.96, 6, 10, 5, 10, 12, 13, 15, 16, 19, 22, 23, 24, 10, 0, 4, 8, 9, 10, 11, 14, 16, 18, 19, 10, 0, 4, 6, 11, 14, 15, 16, 18, 19, 23, 10, 3, 4, 8, 9, 12, 14, 15, 18, 21, 24, 10, 1, 2, 3, 4, 5, 7, 9, 12, 15, 21, 10, 3, 5, 7, 8, 12, 13, 15, 17, 19, 20, 
4, 6.76471, 7.66667, 6, 10, 2, 3, 8, 9, 10, 14, 15, 16, 21, 22, 10, 0, 1, 3, 6, 8, 10, 11, 14, 18, 20, 10, 1, 3, 6, 7, 9, 13, 16, 17, 21, 22, 10, 0, 3, 7, 8, 9, 11, 16, 20, 21, 23, 10, 1, 2, 4, 6, 9, 15, 16, 21, 22, 23, 10, 1, 4, 5, 9, 11, 12, 17, 18, 20, 24, 
